scenario,seed,strategy,detection_probability,false_alarm_probability,interception_ratio,average_intercept_delay,average_reward,coverage
bursty,6,Sequential,1.0,0.06976744186046512,0.2677595628415301,21.46938775510204,0.08,1.0
bursty,6,Random,0.9166666666666666,0.06818181818181818,0.30601092896174864,29.410714285714285,0.05,1.0
bursty,6,Adaptive,0.9333333333333333,0.07058823529411765,0.10382513661202186,5.526315789473684,0.08,1.0
bursty,6,Smart Adaptive,0.9411764705882353,0.08433734939759036,0.3442622950819672,32.301587301587304,0.09,1.0
bursty,7,Sequential,0.9230769230769231,0.06756756756756757,0.4362745098039216,18.808988764044944,0.19,1.0
bursty,7,Random,0.92,0.06666666666666667,0.4068627450980392,20.10843373493976,0.18,0.95
bursty,7,Adaptive,0.9615384615384616,0.05405405405405406,0.14215686274509803,10.413793103448276,0.21,1.0
bursty,7,Smart Adaptive,0.8947368421052632,0.06172839506172839,0.3284313725490196,22.83582089552239,0.12,1.0
bursty,8,Sequential,0.8333333333333334,0.07317073170731707,0.37628865979381443,24.684931506849313,0.09,1.0
bursty,8,Random,1.0,0.07894736842105263,0.5103092783505154,27.80808080808081,0.18,1.0
bursty,8,Adaptive,0.8846153846153846,0.0945945945945946,0.24742268041237114,18.083333333333332,0.16,1.0
bursty,8,Smart Adaptive,0.9545454545454546,0.08974358974358974,0.29381443298969073,19.596491228070175,0.14,1.0
bursty,9,Sequential,0.9444444444444444,0.08536585365853659,0.37640449438202245,22.83582089552239,0.1,1.0
bursty,9,Random,0.9444444444444444,0.08536585365853659,0.3651685393258427,22.107692307692307,0.1,1.0
bursty,9,Adaptive,0.8823529411764706,0.08433734939759036,0.23595505617977527,22.88095238095238,0.08,1.0
bursty,9,Smart Adaptive,0.9333333333333333,0.1,0.33707865168539325,24.0,0.21,1.0
bursty,10,Sequential,1.0,0.05333333333333334,0.5853658536585366,25.083333333333332,0.21,1.0
bursty,10,Random,1.0,0.056179775280898875,0.2731707317073171,28.642857142857142,0.06,1.0
bursty,10,Adaptive,1.0,0.07407407407407407,0.16585365853658537,10.264705882352942,0.13,1.0
bursty,10,Smart Adaptive,1.0,0.0759493670886076,0.23902439024390243,21.73469387755102,0.15,1.0
bursty,11,Sequential,1.0,0.08641975308641975,0.425,23.564705882352943,0.12,1.0
bursty,11,Random,0.9655172413793104,0.08450704225352113,0.435,18.896551724137932,0.22,0.95
bursty,11,Adaptive,0.9,0.0625,0.205,15.268292682926829,0.13,1.0
bursty,11,Smart Adaptive,0.8846153846153846,0.0945945945945946,0.49,27.897959183673468,0.16,1.0
bursty,12,Sequential,0.9473684210526315,0.04938271604938271,0.4158415841584158,20.238095238095237,0.14,1.0
bursty,12,Random,0.9411764705882353,0.08433734939759036,0.400990099009901,25.765432098765434,0.09,1.0
bursty,12,Adaptive,0.9655172413793104,0.07042253521126761,0.18811881188118812,14.5,0.23,1.0
bursty,12,Smart Adaptive,1.0,0.08641975308641975,0.2722772277227723,22.30909090909091,0.12,1.0
bursty,13,Sequential,1.0,0.06976744186046512,0.3055555555555556,24.96969696969697,0.08,1.0
bursty,13,Random,0.8571428571428571,0.0759493670886076,0.4027777777777778,21.482758620689655,0.12,1.0
bursty,13,Adaptive,0.95,0.075,0.18055555555555555,15.23076923076923,0.13,1.0
bursty,13,Smart Adaptive,0.9473684210526315,0.07407407407407407,0.3055555555555556,23.393939393939394,0.12,1.0
bursty,14,Sequential,0.9047619047619048,0.06329113924050633,0.4926829268292683,25.801980198019802,0.14,1.0
bursty,14,Random,0.9655172413793104,0.07042253521126761,0.5804878048780487,24.941176470588236,0.23,0.95
bursty,14,Adaptive,1.0,0.07692307692307693,0.1902439024390244,12.435897435897436,0.16,1.0
bursty,14,Smart Adaptive,0.9230769230769231,0.08108108108108109,0.3951219512195122,26.14814814814815,0.18,1.0
bursty,15,Sequential,1.0,0.07058823529411765,0.3507853403141361,28.970149253731343,0.09,1.0
bursty,15,Random,1.0,0.0379746835443038,0.41361256544502617,19.936708860759495,0.18,1.0
bursty,15,Adaptive,1.0,0.05405405405405406,0.24607329842931938,13.808510638297872,0.22,1.0
